"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0087","Otu0088","Otu0089","Otu0090","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0102","Otu0103","Otu0104","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0118","Otu0120","Otu0122","Otu0123","Otu0124","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0136","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0152","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0204","Otu0205","Otu0208","Otu0209","Otu0211","Otu0214","Otu0215","Otu0217","Otu0218","Otu0220","Otu0221","Otu0224","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0238","Otu0239","Otu0243","Otu0247","Otu0251","Otu0252","Otu0253","Otu0256","Otu0260","Otu0261","Otu0262","Otu0264","Otu0266","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0277","Otu0279","Otu0280","Otu0283","Otu0284","Otu0285","Otu0291","Otu0293","Otu0295","Otu0297","Otu0298","Otu0299","Otu0301","Otu0304","Otu0308","Otu0309","Otu0312","Otu0313","Otu0318","Otu0322","Otu0325","Otu0330","Otu0331","Otu0340","Otu0341","Otu0343","Otu0345","Otu0355","Otu0356","Otu0357","Otu0358","Otu0361","Otu0371","Otu0380","Otu0382","Otu0387","Otu0395","Otu0397","Otu0401","Otu0423","Otu0425","Otu0426","Otu0435","Otu0445","Otu0469","Otu0484","Otu0494","Otu0505","Otu0553"
"111",10215,4,2779,7451,1904,138,0,348,683,2827,0,319,486,530,225,295,452,182,0,0,2685,116,113,127,0,190,194,73,227,0,0,131,53,371,276,587,187,144,58,159,119,51,56,82,2,0,0,55,0,0,310,26,0,227,109,55,0,0,0,0,229,80,7,80,51,27,0,61,37,0,44,185,0,0,13,0,0,99,29,2,1,291,5,134,0,0,14,17,8,105,0,22,4,20,13,21,36,1,25,38,0,4,0,4,0,8,4,0,67,12,2,244,0,0,47,65,6,7,49,0,1,0,28,0,0,54,0,29,14,0,1,0,0,36,6,18,11,38,7,7,0,17,0,0,2,31,51,0,16,0,0,0,9,0,0,6,59,6,2,54,0,4,19,0,10,100,1,0,0,16,0,0,0,3,19,1,0,8,0,6,0,387,0,0,0,0,0,8,0,0,31,0,2,0,5,17,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",1744,197,8315,1210,1858,205,0,469,1583,703,0,198,1116,897,956,861,1262,95,0,0,1656,488,54,211,0,274,552,308,22,0,0,280,368,516,332,0,303,129,185,141,299,27,22,326,34,0,0,106,0,0,69,107,0,256,74,251,0,0,0,1,121,141,7,107,76,45,0,210,112,34,160,84,0,0,20,0,0,164,174,25,6,167,0,9,0,0,187,59,44,69,0,287,19,124,41,95,37,0,45,100,0,101,218,5,0,71,12,0,0,0,48,119,0,0,70,11,7,60,0,0,13,0,80,13,0,0,0,188,44,0,9,0,0,95,0,38,17,26,25,7,22,26,22,0,31,44,11,0,38,0,1,0,25,14,11,17,77,13,0,30,36,2,17,5,5,15,23,0,0,0,7,0,4,13,0,21,0,34,0,19,4,27,0,2,0,0,0,1,0,64,2,0,0,9,0,15,0,2,4,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",11292,0,8760,6858,1135,143,0,286,1105,0,0,409,1988,268,1711,251,398,311,0,0,969,702,167,235,0,134,98,511,210,0,0,301,432,1300,834,0,258,280,224,454,419,10,37,153,649,0,0,1,0,0,0,66,0,0,237,200,0,0,0,0,534,104,0,475,1,21,0,109,125,578,139,173,0,0,43,0,0,211,392,29,0,223,6,105,0,0,20,0,110,4,0,289,5,304,13,0,256,12,31,205,99,23,200,12,0,1,41,0,0,0,34,187,0,0,45,0,0,22,0,0,38,0,9,23,0,0,0,45,73,0,7,0,0,83,2,96,27,53,3,0,28,17,20,24,31,44,0,17,29,0,181,0,0,15,25,22,56,12,0,0,22,16,26,29,0,0,7,22,0,32,0,159,2,10,0,0,0,17,0,23,4,0,0,0,24,0,0,0,0,12,0,0,78,5,36,1,0,3,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",4279,1,8227,3881,2360,767,0,1009,210,18,0,481,858,373,1167,836,1009,76,0,0,4229,746,315,137,0,283,918,163,165,0,0,262,936,762,458,0,114,293,250,848,315,39,48,135,384,0,552,99,0,0,41,126,0,0,426,74,0,0,0,0,151,223,0,24,105,92,6,117,99,64,37,72,0,0,52,0,0,231,140,89,14,141,69,188,0,0,15,0,69,121,0,0,10,114,9,23,80,12,17,63,296,62,0,14,0,17,7,0,0,0,11,0,0,0,63,81,55,16,15,0,49,0,12,34,0,0,0,31,29,0,3,0,55,99,13,9,46,182,11,3,22,19,57,6,27,49,0,21,14,0,0,0,40,10,9,125,9,21,0,28,16,16,25,7,0,0,5,20,0,6,12,0,0,10,0,0,0,7,0,0,2,0,0,4,0,0,0,0,1,0,44,4,39,15,4,33,0,0,13,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",11785,9107,0,3200,1684,0,36,206,1970,0,1,279,233,343,102,347,3239,123,0,0,0,362,67,359,0,722,310,135,51,0,0,123,0,3,222,0,448,1,235,89,264,547,141,49,0,0,0,136,0,0,80,49,0,0,54,164,0,0,0,0,58,17,274,2,107,31,0,37,60,0,79,135,0,0,104,0,0,21,41,41,323,10,77,21,0,0,19,70,0,157,0,127,42,15,9,72,5,20,21,19,11,7,0,15,30,16,13,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,7,7,0,0,0,0,41,0,0,9,0,27,35,27,0,0,4,27,2,5,7,2,4,2,0,0,21,0,0,0,0,39,1,0,0,6,0,0,0,0,19,0,0,0,0,0,0,13,2,0,0,0,1,16,0,14,0,3,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,2,0,9,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",10876,1,7981,410,1266,150,23,6,181,37,0,16,0,413,0,0,0,0,0,0,56,186,10,276,0,503,0,234,0,0,0,287,23,980,4,0,0,17,196,115,1128,31,1,60,0,0,0,13,0,0,0,72,0,0,0,74,0,0,0,0,26,163,26,98,0,9,0,0,104,0,3,32,0,8,40,0,0,0,42,0,3,42,36,0,0,1,4,0,0,0,1,0,2,27,0,0,30,0,23,27,0,0,59,5,0,0,0,0,0,0,0,559,0,6,10,0,0,16,0,0,0,0,3,15,0,0,0,39,101,0,0,0,0,17,0,31,55,0,0,10,0,0,5,96,3,33,0,0,14,0,0,0,0,89,0,0,24,3,0,0,78,0,0,0,0,0,0,13,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",11238,14,7764,2650,2844,0,2,350,1193,3,0,1306,845,394,1156,699,60,92,0,0,86,317,79,278,0,393,522,202,419,0,0,254,116,1195,167,0,241,338,196,394,244,20,111,78,0,0,226,49,0,0,29,64,0,0,82,74,0,0,0,0,1058,284,26,43,1,43,0,72,21,882,182,86,0,0,41,0,0,341,160,18,58,392,26,40,0,0,6,0,51,28,0,0,2,134,27,0,43,0,16,34,10,11,41,13,17,10,31,0,0,0,8,0,0,0,42,0,0,47,0,0,66,0,80,14,0,0,0,116,113,0,0,0,0,85,0,79,18,20,9,13,34,4,6,75,64,54,0,21,12,0,0,0,0,9,12,0,3,22,0,2,49,11,13,13,0,0,3,22,0,0,0,0,0,30,0,0,0,21,0,6,2,0,0,0,5,0,0,19,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",1326,0,11969,406,2360,809,1,897,588,108,0,59,822,759,1576,392,757,156,0,0,397,687,300,377,0,274,1008,256,231,0,0,468,1145,706,369,0,273,255,216,463,372,110,73,279,342,0,849,113,0,0,0,210,0,0,78,162,0,0,0,0,174,259,32,136,32,104,0,126,98,0,77,31,0,0,49,0,0,176,250,0,11,109,79,52,0,0,65,250,2,338,0,0,3,157,33,0,52,0,32,79,81,103,302,15,6,27,22,0,0,0,26,0,0,0,88,4,8,54,63,0,48,0,100,66,0,0,0,50,28,0,9,0,0,120,0,10,51,6,19,3,27,37,13,0,31,62,0,0,41,0,0,0,6,3,22,0,0,16,0,9,36,4,62,27,8,98,20,20,0,3,27,0,0,37,0,0,0,5,0,9,8,0,0,6,0,0,0,33,0,0,10,2,0,13,9,7,0,6,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",16591,1,4880,8295,4557,257,0,218,84,0,0,916,1085,485,246,30,364,47,0,0,4159,240,156,159,0,171,265,199,67,0,0,151,482,449,193,0,70,114,44,246,165,30,6,130,382,0,577,62,0,0,199,116,0,0,121,101,0,0,0,0,664,77,64,14,39,41,20,35,76,5,15,147,0,0,70,0,0,95,100,0,81,1222,16,596,0,0,13,123,17,71,0,0,10,78,7,0,272,13,24,53,101,27,0,13,2,52,17,0,0,0,60,14,0,0,15,11,2,1,27,0,12,0,8,5,0,1051,0,45,22,0,7,0,0,81,7,0,35,55,8,3,5,9,10,13,8,50,0,5,5,0,0,0,26,5,3,0,5,32,0,111,24,5,2,5,27,193,0,0,0,8,6,0,0,0,0,0,0,9,0,29,0,0,0,0,1,0,0,0,0,0,27,0,23,0,37,1,0,0,7,0,1,0,0,4,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",4968,0,6650,2012,1458,256,0,552,87,79,0,627,1151,321,367,571,1154,408,0,0,2006,638,220,160,0,340,537,368,31,0,0,288,1207,933,347,0,132,152,133,423,307,72,53,167,449,0,541,42,0,0,0,37,0,0,250,93,0,0,0,3,326,151,11,28,117,128,16,53,126,49,79,82,0,0,108,0,0,197,197,26,119,97,72,101,0,0,20,30,192,134,0,0,12,149,12,149,179,17,14,29,447,36,44,10,6,15,22,0,0,0,32,0,0,0,81,26,40,16,136,0,56,0,15,31,0,31,0,3,63,0,24,0,107,147,13,0,46,154,16,17,6,1,30,12,51,60,2,15,17,0,0,0,23,19,18,0,0,11,0,65,33,8,32,11,20,0,1,35,0,8,8,117,1,6,0,0,0,6,0,6,0,0,0,13,0,0,0,3,0,0,26,7,7,7,6,6,0,4,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",7611,9,0,3188,1776,556,1116,15,854,2619,2927,210,221,462,302,197,113,115,0,0,1177,117,78,86,0,103,216,114,263,0,0,13,9,377,119,0,187,112,51,25,205,152,66,33,0,0,151,24,0,0,244,0,0,412,70,62,0,0,0,0,251,21,6,17,56,13,0,36,44,0,6,99,0,0,11,0,0,42,1,57,5,14,12,68,0,0,2,12,25,24,0,0,8,4,7,32,5,6,4,27,0,2,0,3,599,26,0,0,249,30,4,107,0,0,35,39,13,21,17,0,0,0,0,18,0,17,0,77,33,0,14,0,0,7,0,0,3,42,6,15,0,0,19,0,2,36,0,0,9,0,40,0,8,3,0,0,0,1,273,5,48,1,0,0,6,24,0,0,0,2,0,0,0,0,8,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,4,0,4,0,0,17,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",13166,0,5047,2261,466,0,0,0,201,0,0,0,36,680,0,0,0,0,0,0,302,7,0,109,0,343,0,222,0,0,0,149,0,1920,0,0,0,0,127,0,850,149,0,88,0,0,0,0,0,0,0,14,0,0,0,159,0,0,0,0,0,40,113,23,0,1,0,0,166,0,0,40,0,0,13,0,0,0,168,0,0,11,32,18,0,0,30,0,51,0,0,0,2,129,0,0,60,0,3,198,28,0,74,10,63,5,0,0,0,0,0,60,0,0,0,15,0,7,0,0,0,0,39,42,0,0,0,124,167,0,0,2,0,24,0,0,24,0,0,9,6,1,0,484,0,13,0,0,15,0,27,0,0,6,0,0,3,1,0,0,202,16,111,0,0,0,17,0,0,0,0,59,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,89,0,0,0,0,0,0,0,0,69,0,0,0,0,0,26,0,23,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",15590,1,7522,5680,5246,0,0,1474,2894,0,0,2281,368,755,562,891,0,70,0,0,195,835,138,463,0,550,0,185,763,0,0,348,315,565,130,1306,151,142,276,1372,595,189,92,78,16,0,0,0,0,0,0,122,0,0,413,186,0,0,0,0,34,631,0,76,0,23,0,76,67,0,62,234,0,0,18,0,0,206,14,108,25,82,4,221,0,0,22,0,0,174,0,296,16,20,22,0,11,0,37,78,8,3,0,39,132,0,53,0,0,0,53,52,0,0,114,26,0,17,0,0,42,0,112,50,0,0,0,68,59,0,0,8,0,69,0,32,5,73,22,16,57,7,41,6,13,32,4,4,39,0,12,0,47,54,35,346,3,23,0,39,45,8,0,7,0,0,4,11,0,0,0,0,2,0,0,0,0,4,0,11,1,0,0,0,40,0,0,8,4,0,37,1,52,4,0,4,0,5,27,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",7234,10,6354,2638,2738,4,0,704,400,0,0,142,918,237,469,374,468,692,0,0,1254,261,182,171,0,60,0,155,186,0,0,146,328,634,417,623,148,195,158,78,183,50,26,80,148,0,0,44,0,0,21,60,0,0,173,118,0,0,0,0,353,90,0,81,49,20,0,99,33,0,74,45,0,0,7,0,0,31,92,12,10,428,23,105,0,0,84,29,56,64,0,167,8,74,9,0,94,6,14,118,36,41,0,7,6,3,6,0,0,0,8,28,0,0,45,36,0,6,46,0,44,0,29,9,0,31,0,145,22,0,0,0,0,10,0,36,25,40,15,0,28,14,0,5,4,67,3,1,4,0,22,0,17,19,23,5,10,4,0,15,28,8,16,22,0,27,5,12,0,0,6,0,0,11,0,8,0,0,0,6,0,0,0,1,0,0,0,7,0,0,1,0,7,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",8926,0,4254,5439,1695,4,0,279,467,0,0,219,1311,406,703,47,453,36,0,0,2232,351,198,131,0,82,0,86,150,0,0,178,326,438,375,0,84,146,104,53,226,58,37,141,640,0,0,35,0,0,337,58,0,0,149,77,0,0,0,0,671,73,0,203,37,21,0,120,7,0,50,88,0,0,23,0,0,15,89,19,25,377,22,193,0,0,69,168,25,63,0,170,19,51,6,0,50,15,27,143,0,47,0,6,19,10,17,0,0,0,40,60,0,0,37,60,4,15,13,0,23,0,16,8,0,99,0,440,14,0,0,0,0,31,0,48,22,37,6,0,30,20,14,2,2,92,1,2,12,0,8,0,12,14,16,5,19,13,0,40,36,3,9,0,0,28,21,32,0,10,7,0,0,2,28,2,0,0,0,9,0,95,0,0,9,0,0,8,0,0,17,0,1,5,15,14,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",5196,0,9605,3343,452,125,0,791,402,0,0,438,730,433,1053,187,609,127,0,0,3038,312,166,145,0,186,0,138,258,0,0,264,336,708,472,761,211,217,238,51,178,101,91,87,369,0,0,59,0,0,61,48,0,0,280,140,0,0,0,0,318,90,0,75,23,29,0,89,46,4,62,76,0,0,19,0,0,93,52,9,27,137,4,174,0,0,77,90,45,70,0,195,30,26,15,0,108,6,27,53,12,58,24,8,25,3,18,0,0,0,23,40,0,0,84,139,5,14,70,0,11,0,27,13,0,105,0,48,29,0,11,0,120,13,0,20,1,122,29,0,23,17,8,0,6,78,8,0,12,0,41,0,22,3,17,0,12,10,0,22,29,2,9,0,12,1,12,19,0,0,0,79,2,14,7,0,0,8,0,4,2,86,0,6,3,0,0,36,0,0,5,0,0,10,2,17,0,2,8,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",9845,6172,0,4764,2514,0,34,140,680,0,0,223,554,92,253,182,1561,71,0,0,0,272,139,86,0,186,0,54,16,0,0,127,0,0,146,0,513,0,105,59,122,670,58,66,0,0,0,0,0,0,0,11,0,0,0,103,0,0,0,0,69,12,368,0,59,51,0,41,14,8,11,92,0,0,95,0,0,7,81,27,14,21,3,43,0,0,0,59,1,126,0,51,0,27,29,9,22,29,11,7,0,7,9,4,0,0,5,0,297,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,10,0,1,16,0,0,0,0,4,8,6,6,0,1,1,0,0,9,0,2,0,0,12,0,0,0,9,0,0,0,3,3,11,0,0,0,0,0,10,2,0,0,0,10,8,0,7,0,6,0,0,0,0,13,0,0,14,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",14934,0,0,542,1300,0,0,2166,395,0,0,73,842,261,894,1251,96,613,0,0,312,327,436,105,0,175,0,237,170,0,0,235,700,565,516,0,91,39,303,46,331,84,6,59,0,0,0,99,0,0,64,57,0,0,260,24,0,0,0,0,63,77,389,0,15,59,0,102,72,0,160,88,0,0,5,0,0,308,66,50,39,156,82,10,0,0,5,2,45,43,0,132,0,65,0,51,34,7,22,57,22,19,0,16,0,0,17,0,183,0,28,0,0,0,49,0,2,4,0,0,16,0,0,0,0,0,0,23,68,0,41,36,0,4,0,40,58,0,10,0,0,19,22,5,14,44,45,8,11,0,0,0,6,33,16,0,3,6,0,31,7,8,0,0,7,14,0,7,0,0,6,0,0,1,0,13,0,3,0,0,0,0,0,3,0,0,0,10,0,0,5,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2660,5,8261,737,2316,49,0,782,123,81,0,228,1506,284,923,424,681,127,0,0,511,665,211,233,0,160,0,87,82,0,0,180,726,802,428,0,123,113,230,130,224,72,25,139,332,0,0,47,0,0,0,97,0,0,98,140,0,0,0,0,170,139,66,10,31,24,33,52,94,0,80,109,0,0,19,0,0,156,232,0,59,217,10,38,0,0,85,0,65,205,0,187,1,189,9,0,55,9,11,82,158,28,87,9,0,34,13,0,0,0,19,0,0,0,57,0,17,7,10,0,49,0,31,24,0,0,0,0,2,0,0,0,0,26,2,28,50,3,18,0,21,10,7,38,30,71,0,48,12,0,5,0,21,14,12,0,8,1,0,4,43,9,10,22,0,0,8,14,0,0,1,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,17,0,0,27,0,1,10,38,3,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",10464,0,7410,9895,5442,178,0,881,352,308,0,784,1362,500,1787,936,929,374,0,0,0,410,507,133,0,155,341,304,254,0,0,320,1038,72,408,0,389,260,241,343,306,416,110,176,177,0,0,82,0,0,674,82,0,0,376,120,0,0,0,0,310,177,58,117,93,87,2,68,159,58,60,155,0,0,60,0,0,225,185,13,102,158,12,297,0,0,40,29,215,202,0,307,4,180,7,227,94,24,24,86,47,34,73,10,18,78,20,0,0,0,15,180,0,0,57,172,16,24,25,0,59,0,23,11,0,0,0,92,0,0,23,2,362,50,0,27,33,156,13,2,12,9,10,0,36,217,0,9,12,0,59,0,101,12,22,0,1,20,0,111,133,7,42,24,0,13,10,20,0,0,22,60,3,5,38,0,0,73,0,10,0,0,0,2,6,0,0,3,7,0,29,0,0,52,0,22,0,1,6,0,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",12134,4599,0,2611,1146,0,10,159,333,0,0,122,246,175,45,194,1431,88,0,0,0,161,61,109,0,151,21,27,21,0,0,47,0,0,84,0,242,0,70,71,120,11,95,43,0,0,0,59,0,0,47,19,0,0,34,65,0,0,0,0,69,10,264,1,23,31,0,28,18,36,27,76,0,0,26,0,0,0,33,24,64,12,19,12,0,0,22,51,0,194,0,41,3,9,1,15,15,6,2,15,0,2,0,4,0,2,15,0,0,2,10,37,0,0,0,0,0,0,0,0,0,0,0,2,0,119,0,0,15,0,0,2,0,18,0,15,2,0,0,10,10,0,3,0,2,31,0,1,0,0,1,0,0,15,0,0,0,10,0,0,0,0,4,3,0,0,0,6,0,5,0,0,0,0,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2700,14508,0,95,72,0,88,605,423,0,0,22,242,164,23,698,3,112,0,0,5,272,103,65,0,88,229,117,35,0,0,185,0,47,70,0,240,0,152,49,211,93,33,116,0,0,0,106,0,0,49,44,0,0,0,40,0,0,0,0,67,4,0,0,13,48,0,61,14,4,15,44,0,0,1,0,0,0,145,11,63,17,16,0,0,0,39,137,22,8,0,136,4,116,30,46,47,16,12,25,0,7,0,10,264,0,11,0,0,0,9,10,0,0,0,0,0,5,0,0,4,0,1,11,0,0,0,1,19,0,0,21,0,31,0,7,5,0,1,3,3,6,0,0,4,33,1,9,0,0,4,0,0,16,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,23,0,0,6,3,6,0,9,0,6,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,75,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
